NAME:,walk_3_1.csv,,
EXPERIMENT TIME:,25-05-22 18:08,,
ACTIVITY TYPE:,Walking,,
COUNT OF ACTUAL STEPS:,120,,
,,,
Time [sec],ACC X,ACC Y,ACC Z
27.751,5.18,-4.94,12.55
27.78,1.77,-4.98,16.16
27.815,-7.49,-5.61,13.81
27.847,-2.24,-7.81,8.9
27.885,-2.86,-1.14,8.75
28.21,-2.75,-0.63,10.2
28.708,-0.35,-4.12,7.88
28.747,-3.06,-2.71,9.3
28.749,-3.02,-1.14,6.75
28.754,-2.75,-0.31,6
28.76,-4.12,-5.26,15.49
28.782,0.78,-1.33,16.32
28.807,-2,-3.3,16.24
28.826,5.26,-5.73,12.98
28.856,4.59,-1.49,12.4
28.894,-8.04,-7.85,11.92
28.923,-5.53,-9.53,12.47
28.958,0.63,-0.04,8.43
28.995,-2.43,-0.78,6.79
29.028,-1.22,-2.86,7.85
29.062,-3.84,-1.77,9.69
29.084,-2.43,-1.53,6.2
29.113,-3.26,-0.24,5.84
29.134,-4.79,-0.08,6.94
29.173,-1.88,-1.37,8.43
29.21,-2.04,-0.63,8.55
