"NAME:","walk_4_1.csv"
"EXPERIMENT TIME:","25-05-22 15:15"
"ACTIVITY TYPE:","Walking"
"COUNT OF ACTUAL STEPS:","60"
""
"Time [sec]","ACC X","ACC Y","ACC Z"
"13.216",".69","-6.55","1.26"
"13.218",".26","-6.43","1.18"
"13.22",".96","-4.39","-0.08"
"13.222",".63","-6.16","1.53"
"13.223",".33","-5.18","2.04"
"13.414",".33","-6.08","2.04"
"13.416",".75","-8.28","3.02"
"13.418",".65","-6.35","0.24"
"13.42",".65","-9.18","2.98"
"13.422",".16","-13.77","3.96"
"13.423",".73","-11.69","-3.41"
"13.612",".96","-9.57","-0.98"
"13.614",".10","-10.36","-0.71"
"13.616",".92","-13.18","2.51"
"13.618",".37","-11.57","2.00"
"13.619",".94","-7.26","1.49"
"13.621",".18","-5.45","0.20"
"13.811",".14","-3.33","-1.57"
"13.813",".10","-4.47","-0.27"
"13.815",".10","-4.67","1.10"
"13.817",".00","-3.61","2.04"
"13.819",".71","-5.22","2.98"
"13.821",".49","-6.00","2.63"
"13.822",".53","-7.57","2.08"
"14.014",".77","-10.28","6.90"
"14.016",".57","-6.59","6.98"
"14.018",".38","-10.71","10.98"
"14.02","0.55","-17.10","-5.65"
"14.022",".08","-11.34","6.08"
"14.023",".22","-6.51","-1.37"
"14.215",".90","-8.32","0.20"
"14.217",".82","-8.39","-1.06"
"14.219",".63","-7.96","1.02"
"14.22",".12","-7.18","0.82"
"14.222",".49","-6.28","1.10"
"14.224",".63","-7.14","1.73"
"14.225","2.94","-6.24","1.57"
"14.417",".35","-5.33","1.61"
"14.419",".96","-5.14","0.55"
"14.42",".84","-5.33","2.43"
"14.422",".90","-6.28","1.14"
"14.424",".55","-7.61","3.26"
"14.616",".81","-6.86","1.53"
"14.618",".04","-11.14","1.53"
"14.62",".51","-13.81","-2.51"
"14.622",".18","-10.90","-1.61"
"14.624",".26","-8.63","-1.37"
"14.625",".88","-10.83","-0.08"
"14.817",".49","-12.63","2.43"
"14.819",".53","-10.24","0.47"
"14.821",".41","-5.88","0.90"
"14.823",".43","-4.39","-0.86"
"14.825",".14","-3.84","-1.06"
"14.826",".02","-4.16","0.04"
"15.018",".47","-2.98","0.98"
"15.02",".35","-4.00","2.90"
"15.022",".71","-6.51","3.80"
"15.024",".84","-7.96","3.96"
"15.025",".96","-13.30","3.02"
"15.027",".24","-7.26","6.67"
"15.219",".77","-7.49","10.43"
"15.221",".10","-15.42","-0.31"
"15.223","7.06","-17.02","2.63"
"15.224",".06","-6.86","2.20"
"15.226",".84","-6.43","-2.04"
"15.228",".31","-7.57","-1.06"
"15.421",".96","-8.51","0.75"
"15.423",".47","-6.83","0.16"
"15.425",".77","-6.67","2.16"
"15.427",".22","-6.75","0.75"
"15.429",".63","-5.88","0.63"
"15.43",".45","-4.20","0.55"
"15.432",".57","-6.43","0.82"
"15.626",".37","-6.04","2.16"
"15.628",".75","-6.35","2.75"
"15.629",".00","-8.04","3.45"
"15.631",".35","-7.41","-1.10"
"15.633",".92","-8.32","4.28"
"15.635",".80","-12.67","3.53"
"15.829",".20","-10.67","-2.90"
"15.832",".02","-9.65","0.47"
"15.834",".22","-10.79","-1.33"
"15.836",".82","-13.38","1.41"
"15.837",".39","-13.30","3.77"
"15.839",".98","-8.51","0.75"
"15.841",".79","-4.79","-0.63"
"16.034",".61","-2.82","-2.12"
"16.036",".02","-2.59","-1.29"
"16.038",".65","-4.55","0.94"
"16.04",".55","-3.22","2.16"
"16.042",".71","-5.02","2.94"
"16.043",".96","-6.94","3.88"
"16.237",".59","-10.28","1.26"
"16.239",".79","-11.57","7.73"
"16.241",".24","-7.61","7.37"
"16.243",".38","-10.12","9.02"
"16.245","0.35","-16.95","-5.49"
"16.247",".16","-10.87","3.22"
"16.443",".37","-6.12","-1.41"
"16.445",".37","-8.24","-0.08"
"16.447",".37","-8.28","-2.04"
"16.449",".06","-8.00","2.08"
"16.451",".61","-6.20","-0.63"
"16.452",".49","-6.47","1.96"
"16.649",".86","-5.92","0.12"
"16.651",".47","-5.30","0.90"
"16.653",".02","-5.96","1.02"
"16.655",".08","-5.37","1.96"
"16.657",".10","-5.92","1.96"
"16.658",".88","-6.83","2.24"
"16.66",".10","-7.37","0.43"
"16.857",".30","-6.59","1.73"
"16.859",".37","-10.47","3.84"
"16.861",".00","-12.36","0.04"
"16.863",".59","-13.89","0.08"
"16.865",".73","-9.77","-1.88"
"16.867",".04","-11.38","-0.67"
"17.063",".86","-11.49","3.02"
"17.065",".08","-5.88","0.86"
"17.067",".49","-4.59","0.27"
"17.069",".33","-3.57","-0.78"
"17.07",".26","-3.92","-0.51"
"17.072",".37","-4.94","0.82"
"17.267",".49","-4.08","1.29"
"17.269",".92","-5.33","2.79"
"17.27",".88","-7.18","4.20"
"17.272",".32","-8.55","2.98"
"17.274",".59","-11.81","5.18"
"17.276",".90","-6.51","5.57"
"17.278",".28","-11.69","8.71"
"17.473",".14","-15.14","0.24"
"17.475","1.92","-14.71","6.59"
"17.477",".31","-5.37","-1.33"
"17.479",".45","-8.71","0.08"
"17.481",".59","-8.67","-2.20"
"17.677",".10","-7.88","1.06"
"17.679",".55","-7.57","1.84"
"17.681",".10","-6.16","0.71"
"17.683",".37","-6.35","1.18"
"17.684",".59","-5.37","0.39"
"17.686",".43","-4.08","0.75"
"17.688",".28","-5.96","1.18"
"17.889",".16","-5.96","2.71"
"17.891",".98","-6.28","2.28"
"17.893",".73","-7.65","2.86"
"17.895",".59","-6.43","-0.16"
"17.897",".79","-9.89","4.08"
"17.899",".26","-12.32","3.18"
"17.9",".34","-12.28","-2.00"
"18.098",".82","-11.96","-0.47"
"18.1",".65","-11.57","-0.39"
"18.102",".88","-12.36","0.35"
"18.104",".30","-11.96","3.84"
"18.106",".71","-7.73","0.71"
"18.108",".41","-4.39","-0.47"
"18.305",".20","-3.45","-1.29"
"18.307",".51","-2.20","-0.55"
"18.309",".92","-4.16","1.26"
"18.311",".39","-3.06","1.77"
"18.313",".65","-5.37","4.63"
"18.315",".24","-5.73","2.75"
"18.316",".98","-7.26","-0.16"
"18.518",".69","-13.69","4.51"
"18.52",".43","-7.57","8.12"
"18.522",".79","-12.04","11.02"
"18.524",".22","-16.75","-6.16"
"18.526",".57","-10.28","5.69"
"18.528",".96","-5.26","-2.86"
"18.53",".02","-8.32","-0.75"
"18.728",".31","-8.47","-1.49"
"18.73",".24","-7.69","0.08"
"18.732",".90","-6.43","2.04"
"18.734",".14","-6.63","2.59"
"18.736",".33","-6.47","1.73"
"18.738",".41","-5.22","0.47"
"18.937",".77","-4.63","0.55"
"18.939",".84","-5.14","0.90"
"18.941",".96","-6.08","2.55"
"18.943",".45","-6.43","3.65"
"18.945",".14","-8.16","2.59"
"18.947",".88","-6.47","-0.27"
"19.145",".85","-9.49","2.63"
"19.147",".14","-13.93","1.84"
"19.149",".28","-11.85","-3.18"
"19.151",".59","-9.53","-2.94"
"19.153",".86","-10.98","-0.39"
"19.155",".51","-12.87","2.67"
"19.156",".94","-10.20","2.71"
"19.358",".30","-5.81","0.27"
"19.36",".33","-3.84","-0.16"
"19.363",".51","-3.41","-0.67"
"19.365",".26","-3.80","-0.82"
"19.366",".41","-4.31","1.22"
"19.368",".94","-4.08","2.79"
"19.568",".73","-6.28","2.75"
"19.57",".53","-6.75","2.47"
"19.575",".98","-9.96","2.79"
"19.578",".04","-6.39","8.08"
"19.58",".14","-10.75","8.83"
"19.583","3.96","-17.30","-3.96"
"19.785",".51","-8.71","4.79"
"19.787",".18","-6.67","-1.10"
"19.789",".41","-8.24","-0.20"
"19.79",".18","-7.85","-0.75"
"19.792",".26","-8.39","2.16"
"19.793",".35","-5.81","2.55"
"19.795",".53","-5.73","0.98"
"19.993",".57","-6.00","0.67"
"19.995",".69","-4.90","0.27"
"19.997",".75","-5.41","1.02"
"19.998",".08","-6.00","2.90"
"20.003",".59","-6.20","2.35"
"20.005",".39","-7.77","2.71"
"20.204",".34","-5.22","-1.06"
"20.213",".96","-7.26","4.55"
"20.215",".65","-9.14","1.57"
"20.216",".10","-11.34","-0.51"
"20.218",".30","-10.67","-2.43"
"20.22",".45","-10.67","0.24"
"20.221",".39","-13.26","2.67"
"20.422",".55","-12.87","3.61"
"20.424",".04","-8.94","2.00"
"20.43",".84","-5.65","-0.35"
"20.432",".08","-4.63","0.35"
"20.433",".24","-3.10","-0.90"
"20.435",".51","-3.57","-0.82"
"20.436",".43","-2.98","1.73"
"20.636",".24","-4.31","3.33"
"20.638",".98","-5.92","2.04"
"20.64",".47","-7.30","2.55"
"20.643",".81","-11.77","4.86"
"20.645","6.35","-7.34","6.98"
"20.647",".06","-6.04","9.14"
"20.648",".00","-8.39","4.98"
"20.849",".39","-20.01","0.24"
"20.851",".51","-12.16","-1.69"
"20.853",".08","-4.31","1.37"
"20.854","5.88","-4.94","-3.41"
"20.856",".16","-7.57","-2.35"
"20.858",".10","-9.38","3.45"
"21.057",".79","-7.53","3.22"
"21.06",".92","-5.61","1.69"
"21.061",".02","-5.18","0.31"
"21.063",".28","-3.41","-0.16"
"21.065",".75","-5.73","0.43"
"21.067",".96","-5.57","1.33"
"21.068",".75","-6.75","2.24"
"21.27",".14","-7.37","3.69"
"21.272",".24","-6.39","0.12"
"21.274",".18","-5.77","0.27"
"21.276",".69","-9.34","1.88"
"21.277",".90","-12.67","0.75"
"21.279",".57","-11.18","-0.78"
"21.481",".57","-10.24","0.55"
"21.483",".10","-11.38","-0.08"
"21.485",".37","-12.63","2.71"
"21.487",".08","-9.49","2.24"
"21.489",".57","-6.08","1.10"
"21.49",".16","-5.14","-0.31"
"21.492",".26","-2.59","-1.77"
"21.694",".53","-4.28","0.04"
"21.696",".94","-3.61","1.57"
"21.698",".12","-3.45","2.35"
"21.699",".51","-5.57","3.06"
"21.701",".65","-6.90","2.79"
"21.703",".75","-10.51","2.24"
"21.91",".51","-10.36","6.35"
"21.912",".32","-5.22","6.35"
"21.914",".28","-9.81","5.73"
"21.916",".78","-16.24","-0.86"
"21.918","2.63","-14.79","5.41"
"21.92",".16","-6.67","-1.45"
"21.921",".33","-6.79","-1.18"
"22.124",".75","-7.96","-2.08"
"22.125",".08","-7.22","0.94"
"22.127",".49","-8.00","2.20"
"22.129",".22","-6.63","0.67"
"22.131","1.29","-6.90","1.37"
"22.132","3.22","-5.33","0.55"
"22.134",".39","-5.49","0.78"
"22.339",".77","-4.51","1.18"
"22.341",".75","-6.59","2.16"
"22.343",".35","-5.57","0.16"
"22.345",".94","-8.16","1.57"
"22.346",".67","-7.06","2.08"
"22.348",".59","-6.51","3.10"
"22.35",".43","-8.43","2.82"
"22.555",".35","-11.53","-0.71"
"22.557",".61","-13.34","-1.77"
"22.559",".45","-11.85","0.24"
"22.561",".08","-11.34","-0.04"
"22.563",".47","-12.91","3.10"
"22.564",".28","-9.89","0.98"
"22.566",".71","-5.57","0.55"
"22.77",".49","-4.90","0.51"
"22.772",".59","-3.37","-0.27"
"22.774",".94","-4.20","0.27"
"22.776",".61","-3.26","-0.12"
"22.778",".53","-3.69","2.12"
"22.779",".88","-5.69","4.12"
"22.981",".92","-9.06","3.10"
"22.983",".84","-10.12","1.37"
"22.984",".47","-11.22","8.90"
"22.986",".96","-9.49","12.32"
"22.988",".41","-11.92","5.49"
"22.99",".65","-15.34","-5.53"
"22.992","0.47","-11.96","5.26"
"23.194",".20","-6.98","-0.98"
"23.196",".24","-8.43","-1.61"
"23.198",".84","-7.61","0.82"
"23.2",".26","-7.02","2.20"
"23.202",".88","-5.65","1.18"
"23.204",".06","-5.81","0.12"
"23.408",".55","-6.75","1.45"
"23.41",".84","-5.61","1.33"
"23.412",".63","-5.73","0.71"
"23.413",".10","-4.94","0.55"
"23.416","5.57","-5.92","2.86"
"23.42",".75","-7.26","2.16"
"23.424",".00","-9.30","1.65"
"23.631",".26","-7.10","0.94"
"23.633",".82","-11.45","2.16"
"23.635",".75","-12.94","-2.08"
"23.637",".37","-12.63","-1.26"
"23.639",".94","-12.98","2.31"
"23.64",".49","-12.12","-0.16"
"23.642",".49","-11.38","2.82"
"23.849",".06","-8.59","0.90"
"23.851",".37","-5.18","-0.08"
